site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_appenwihr_a45c8b36,9* (006 AP) - Le tumulus VII (diam. : 45 m ; haut. : 2 m) a été fouillé par Ch. Bonnet et S. Plouin en 1976. Un premie,Appenwihr,68,FR,TUMULUS,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"9* (006 AP) - Le tumulus VII (diam. : 45 m ; haut. : 2 m) a été fouillé  par
Ch. Bonnet et S. Plouin en 1976. Un  premier  tertre,  antérieur  au  Bronze
moyen III, a été nettement agrandi au cours de cette  période  (fig. 25).  A
l’époque  hallstattienne,  la  tombe   centrale   à   incinération   a   été
réaménagée : il s’agit d’une grande fosse  rectangulaire  à  l’imitation  de
celles que l’on trouve fréquemment en Bavière, orientée nord-ouest-nord/sud-
est-sud, de 4 m sur 2,50 m. Une urne à  col  noir  et  à  panse  décorée  de
croisillons graphités et 3 coupes lustrées emboîtables, alignées le long  de
la paroi, composaient le  mobilier  funéraire  (fig. 26).  Elles  datent  la
tombe du passage du Hallstatt ancien au Hallstatt  moyen.  La  particularité
de cette tombe est qu’elle ne renfermait aucun squelette humain  mais  celui
d’un mouton, parfaitement conservé, qui a été  déposé  sur  les  céramiques.
Ainsi  a-t-on  construit  très  soigneusement  cette   tombe,   déposé   des
offrandes, mais aucune sépulture  n’a  pris  place  à  côté  d’elles.  Musée
d’Unterlinden, Colmar : Gallia, 1978, p. 347 ; - Gallia  Préhistoire,  1980,
p. 323 ; - Ch. Bonnet, S. Plouin, 1982b, p. 24.

10* Les tumulus VIII et IX datent exclusivement  du  Bronze  moyen.  Ils  ne
sont donc pas traités ici.

11* Le tumulus X n’a pas été fouillé.

12* Un onzième tumulus est indiqué sur la carte du  Messtischblatt.  Il  est
aujourd’hui totalement aplani : Messtischblatt n° 62, Colmar,  1886 ;  - Ch.
Bonnet, S. Plouin, Fr. Lambach, 1997, p. 18-19, fig. 1, n° 13.","13* D’après K. Gutmann, la tour de l’église actuelle  s’appuierait  sur  les
fondations d’une tour qui serait romaine. Nous ne  possédons  aucune  preuve
démontrant l’antiquité de ces fondations. Il est  également  possible  qu’il
s’agisse d’une tour fortifiée du XIIe siècle : K. Gutmann, 1902a, p. 71."
CAG68_artzenheim_4bf002ee,Elsenheimerfeld - Artzenlehn ou Artzenleebuck,Artzenheim,68,FR,TUMULUS,,,,,LA_TENE,,-450,-25,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(004 AH) -  La  première  mention  du  village  date  de  670  sous  le  nom
d’Arcenheim : J.M.B. Clauss, 1895, p. 52.

Au lieu-dit Elsenheimerfeld - Artzenlehn ou Artzenleebuck, Ph. de Golbéry  a
fouillé un tumulus  qui  s’est  avéré  vide.  La  tradition  y  mettait  une
chapelle du village disparu de Mauchenheim  que  J.-D.  Schoepflin  rangeait
parmi les . A. Coste a placé ce tumulus sur une carte qu’il publie en  1863-
1864. Un bracelet La Tène ancienne découvert en 1989 (cf. Jebsheim,  n° 157,
Artzenheimerfeld) a été  trouvé  à  proximité  de  l’endroit  que  désignait
l’auteur sur son plan. Peut-être provient-il d’une tombe  appartenant  à  ce
tertre ? Des tracés rectangulaires et  divers  vestiges  indéfinis  ont  été
repérés à côté de ce tertre (cf. infra Elsenheimerfeld,  007  AH) :  Ph.  de
Golbéry, 1823, p. 8 ; 1831, p. 11 ;  - Schoepflin-Ravenèz,  1849-1851,  III,
p. 61 ; - A. Coste, 1863-1864, carte ; - A.W. Naue, 1905, p. 390-391, n° 6.",
CAG68_artzenheim_57b7ac5d,"(001 AP) - Dans la forêt de Baltzenheim, se trouverait un second tumulus : Ph. de Golbéry, 1831, p. 11 ; - Schoepflin-",Artzenheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(001 AP) - Dans la forêt de Baltzenheim, se trouverait un  second  tumulus :
Ph. de Golbéry, 1831, p. 11 ; - Schoepflin-Ravenèz, 1849-1851,  III,  p. 61;
- A.W. Naue, 1905, p. 391.",
CAG68_artzenheim_c6697f53,"(002 AH) - Au nord du village, une voie romaine se dirige vers le Rhin : Messtischblatt, 1885 ; - K. Gutmann, 19",Artzenheim,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(002 AH) - Au nord du village, une voie romaine se  dirige  vers  le  Rhin :
Messtischblatt,  1885 ;  - K.  Gutmann,  1912,  p. 21-24 ;  1918b,   carte ;
- Dict. Comm., 1980, p. 95.",
CAG68_artzenheim_b408421d,"(003 AH) - A l’ouest du village, on mentionne la présence d’une seconde voie romaine transversale. Les deux voies f",Artzenheim,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(003 AH) - A l’ouest du village, on  mentionne  la  présence  d’une  seconde
voie romaine transversale. Les deux voies formaient un croisement  au  nord-
ouest de la commune, selon une carte dressée par  K.  Gutmann  en  1912.  Ce
carrefour a été repéré par photographie aérienne par M. Lasserre  en  1993 :
Messtischblatt, 1885 ; - K. Gutmann, 1912, p. 21-24 ; 1918b, carte.",
CAG68_artzenheim_ea5c989f,Bachmuhl,Artzenheim,68,FR,VOIE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(010 AH) - Au lieu-dit Bachmuhl, en 1992, A.  Maurer  a  découvert  un  site
romain à proximité de la  voie  romaine :  Prospection  au  sol  A.  Maurer.
Information C.A.H.R.",
CAG68_artzenheim_260c316a,Rheinmuhl,Artzenheim,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(005 AH) - Au lieu-dit  Rheinmuhl,  on  mentionne  des  traces  d’occupation
romaine : Schoepflin-Ravenèz, 1849-1851, III,  p. 375 ;  - F.  Wolff,  1903,
p. 145, n° 7 ; - K. Gutmann, 1912, p. 24.",
CAG68_artzenheim_ccac5a30,Ziegelhofen J,Artzenheim,68,FR,NECROPOLE,,,,,MEROVINGIEN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au lieu-dit Ziegelhofen J. Ulsass a  découvert  en  février  1937
une tombe qu’il croyait napoléonienne. Il s’agissait  en  fait  d’une  tombe
mérovingienne  d’un  jeune  adulte   (squelette   dérangé   au   moment   de
l’observation). Il semblerait que ce soit  une  tombe  isolée.  Le  mobilier
funéraire se composait d’un scramasaxe, d’une pointe de javelot, d’une  lame
en feuille de laurier, d’une boucle de ceinturon en fer, de 2 languettes  de
courroie en bronze, d’une plaquette en bronze  percée  de  deux  trous  pour
rivets et à ouverture carrée.  La  boucle  de  ceinture  était  anciennement
incrustée d’argent. Datation proposée : VIIe siècle : G.-F.  Heintz,  1938 ;
- Dict. Comm., 1980, p. 95.",
CAG68_artzenheim_41409fc8,Elsenheimerfeld,Artzenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH) - Au lieu-dit Elsenheimerfeld, en 1989, R. Goguey a  découvert  des
tracés  rectangulaires  et  divers  vestiges  indéfinis.  La  datation   est
indéterminée :   Prospection   aérienne   R.   Goguey.   Information   Carte
Archéologique, S.R.A. Strasbourg.",
CAG68_artzenheim_e9e9814e,Straenge,Artzenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(008 AH) - Au lieu-dit Straenge, en 1989, R. Goguey a  signalé  la  présence
d’une série de  tracés  rectangulaires :  Prospection  aérienne  R.  Goguey.
Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_artzenheim_7130f696,Eberacker,Artzenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(009 AH) - Au lieu-dit Eberacker, en 1989,  R.  Goguey  a  photographié  des
enclos rectangulaires et  des  vestiges  diffus :  Prospection  aérienne  R.
Goguey. Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_artzenheim_ef3a9a27,Eberacker,Artzenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(012 AH) - A l’est du lieu-dit Eberacker, en 1993, M. Lasserre  a  découvert
des tracés rectangulaires : Prospection aérienne  M.  Lasserre.  Information
Carte Archéologique, S.R.A. Strasbourg.",
CAG68_artzenheim_65d9df19,Faerlesloch,Artzenheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(011 AH) - Au lieu-dit  Faerlesloch,  en  1993,  M.  Lasserre  mentionne  la
découverte  d’une  structure  quadrangulaire :   Prospection   aérienne   M.
Lasserre. Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_aspach_94dd6f80,Badacker,Aspach,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH)  -  Au  lieu-dit  Badacker,  L.-G.  Werner  signale  une  tradition
populaire prétendant que des  bains  romains  avaient  été  construits  pour
exploiter les eaux curatives de la source  sulfureuse  appelée  Römerbrunnen
ou Schwefelbrunnen. Il place ce  site  tantôt  sur  la  commune  d’Altkirch,
tantôt sur la commune d’Aspach. M. Higelin et R. Forrer y  signalent  (1934)
la découverte de mobilier et de  structures  d’époque  romaine.  Voir  à  ce
propos   la   notice   du   site   de   Altkirch,   n° 004,    Römerbrunnen-
Schwefelbrunnen : L.-G. Werner, 1920b, p. 240 ; 1922b, p. 24, note 1 ;  - R.
Forrer, 1934a ; - Dict. Comm., 1980, p. 97.",
CAG68_aspach-le-bas_c78bddad,Ochsenfeld,Aspach-le-Bas,68,FR,TUMULUS,,,,,LA_TENE,LT A,-450,-380,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(008 AH) - Au lieu-dit Ochsenfeld,  découverte  d’un  tumulus :  Prospection
aérienne M. Ehretsmann  et  J.-J.  Wolf.  Information  Carte  Archéologique,
S.R.A. Strasbourg.

Au lieu-dit Pfingstwasen, J.-J. Wolf mentionne  la  découverte  d’un  enclos
carré qui pourrait être protohistorique : Prospection aérienne  J.-J.  Wolf.
Information C.A.H.R.","Au lieu-dit Moenchenleimen, en 1986, M. Ehretsmann a trouvé un  fragment  de
bracelet en verre daté de La Tène III. Non loin de cette découverte, sur  le
même site, J.-J. Wolf a repéré un  fossé  rectiligne  lors  de  prospections
aériennes : Prospection aérienne J.-J.  Wolf.  Information  C.A.H.R. ;  - M.
Ehretsmann, 1990."
CAG68_aspach-le-bas_a2d3339a,Kling/Moenchenleimen,Aspach-le-Bas,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(002  AH)  -  Au  lieu-dit  Kling/Moenchenleimen,  en  1990,  J.-J.  Wolf  a
photographié les vestiges d’une villa (pars urbana) (fig. 27) :  Prospection
aérienne J.-J. Wolf. Information C.A.H.R. ;  - Chr.  Vallet,  1994a,  p. 64,
fig. 27.",
CAG68_aspach-le-bas_8cc1178e,Juden Matten,Aspach-le-Bas,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH) - Au lieu-dit Juden Matten, M. Ehretsmann signale  la  présence  de
nombreuses  imbrices  et  tegulæ  et  des  traces  de  fondations   d’époque
indéterminée,  peut-être  romaine.  Le  cadastre  napoléonien  indique  qu’à
l’emplacement du site figure le nom de Münchhof désignant une ferme (ou  une
motte médiévale ?) d’après une information de B. Metz. F.  Wolff,  en  1903,
signalait déjà des vestiges romains dans la commune, sans nous laisser  plus
d’indications :  Prospection  au  sol  M.  Ehretsmann ;  - F.  Wolff,  1903,
p. 229, n° 19 ; - Courrier de B. Metz au S.R.A., 03.10.1994.",
CAG68_aspach-le-bas_b0c5368f,(006 AH) - On signale la présence d’une voie romaine appelée Roemerstrass au sud-ouest de la commune. Celle-ci a pu ê,Aspach-le-Bas,68,FR,VOIE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(006 AH) - On signale la présence d’une voie  romaine  appelée  Roemerstrass
au sud-ouest de la commune. Celle-ci a pu être repérée archéologiquement  en
1980, le long de la station agronomique : Information Carte  Archéologique ;
- F.X. Kraus, 1884, p. 482 - ;  - L.-G.  Werner,  1940-1943,  p. 39 ;  1950-
1951, p. 18.","Des fers à cheval (?) datés de l’époque romaine ont été découverts  dans  la
commune. Musée d’Altkirch : M. Higelin, 1926a, p. 17."
CAG68_aspach-le-bas_401ac7d6,"(001 AH) - A quelques centaines de mètres de l’église d’Aspach-le-Bas, le long du chemin qui conduit d’Aspach-le-Bas",Aspach-le-Bas,68,FR,NECROPOLE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - A quelques centaines de mètres de  l’église  d’Aspach-le-Bas,  le
long du chemin qui conduit d’Aspach-le-Bas à Michelbach, le  18  mars  1870,
A. Ingold a découvert un sarcophage  en  dalles  calcaires,  non  cimentées,
d’une longueur de 2 m (à l’intérieur), d’une largeur de 0,55 m à la tête  et
de 0,40 m aux pieds. La hauteur des plaques est  de  0,40 m.  Le  sarcophage
est orienté est-ouest. Aucun mobilier funéraire  n’accompagnait  le  défunt.
Cette  tombe  était  établie  le  long  d’une  voie,  probablement  romaine,
identique à celle citée  supra :  A.  Ingold,  Tombeau  romain  découvert  à
Aspach (P.V. du  26.03.1870),  dans  B.S.C.M.H.A.,  II,  8,  1871,  p. 6-7 ;
- F.X. Kraus, 1884, p. 482 ; - R. Forrer,  1934b,  carte ;  - L.-G.  Werner,
1940-1943, p. 39 ; 1950-1951, p. 18.",
CAG68_aspach-le-haut_be106091,Grossboden,Aspach-le-Haut,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH)  -  Au  lieu-dit  Grossboden,  J.-J.  Wolf  a  découvert  7  enclos
circulaires  (fig. 28) :  Prospection  aérienne  J.-J.   Wolf.   Information
C.A.H.R.",
CAG68_aspach-le-haut_1f6af273,Breiten Matten,Aspach-le-Haut,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(004 AH) - Au lieu-dit  Breiten  Matten,  J.  Lack  signale  les  restes  de
fondations d’un bâtiment.  Les  tegulæ  et  les  céramiques  découvertes  en
surface permettent de dater la structure de l’époque  romaine :  Prospection
au sol J. Lack. Information C.A.H.R.",
CAG68_aspach-le-haut_3fea8050,Grossboden-Elzenmatten,Aspach-le-Haut,68,FR,NECROPOLE,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au lieu-dit Grossboden-Elzenmatten,  en  1984,  R.  Schweitzer  a
conduit une fouille de sauvetage  urgent,  suite  à  la  perturbation  d’une
tombe à sarcophage lors de travaux agricoles.  Le  défunt  était  accompagné
d’une  garniture  de  ceinture   constituée   d’une   grande   plaque-boucle
reliquaire, d’un passe-courroie et d’une  bague-sceau.  Datation  proposée :
seconde moitié du VIIe siècle : Gallia, 1984, p. 264.",
CAG68_baldersheim_0dc97462,"(003 AH) - A l’est du village, entre la RN 422 et l’A 35, se trouve un tumulus signalé par A.W. Naue et Ch. Winckl",Baldersheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(003 AH) - A l’est du village, entre la RN  422  et  l’A 35,  se  trouve  un
tumulus signalé par A.W. Naue et Ch. Winckler. Ce tertre a  pu  être  repéré
en 1992 par J.-J. Wolf lors d’une  prospection  aérienne.  Cette  trouvaille
peut être rattachée à une découverte fortuite mentionnée par G.  Stoffel.  .
Il s’agit certainement de la même  nécropole,  voire  du  même  tumulus  que
celui signalé par A. W. Naue et Ch. Winckler : Information A. Stoffel,  note
manuscrite à  la  Bibliothèque  de  Colmar ;  - Prospection  aérienne  J.-J.
Wolf ; - F.-Ch. Faudel, G.  Bleicher,  1883-1885,  p. 72 ;  - Ch.  Winckler,
1897, carte ; - A.W. Naue, 1905, p. 467-468, carte ;  - Dict.  Comm.,  1980,
p. 110.",
CAG68_baldersheim_3d51650c,(004 AH) - 4 tumulus sont signalés par A.W. Naue à l’est du ban communal. Un cinquième tumulus a été repéré mais i,Baldersheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(004 AH) - 4 tumulus sont signalés par A.W. Naue à l’est  du  ban  communal.
Un cinquième tumulus a été  repéré  mais  il  avait  probablement  déjà  été
pillé. M. de Ring mentionne également ces tumulus sur  sa  carte ;  quant  à
Winckler, il n’en signale que 3 : M. de Ring, 1865, p. 34, pl.  XVI ;  - Ch.
Winckler, 1897, carte ; - A.W. Naue, 1905, p. 466-467.",
CAG68_baldersheim_d4a2e611,(002 AH) - Un autre groupe tumulaire est connu à Baldersheim à proximité de la maison forestière de Salzlecken. Il e,Baldersheim,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(002 AH) - Un autre groupe tumulaire est connu à Baldersheim à proximité  de
la maison forestière de  Salzlecken.  Il  est  cité  par  A.W.  Naue  et  G.
Stoffel. Il s’agit de trois tumulus : Ch.  Winckler,  1897,  carte ;  - A.W.
Naue, 1905, p. 468-469, carte.",
CAG68_baldersheim_11acfeb6,Hartwald,Baldersheim,68,FR,TUMULUS,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(005 AH) - La nécropole tumulaire la  plus  importante  sur  la  commune  se
situe  au  lieu-dit  Hartwald,  le  long  de  la  route  de   Battenheim   à
Ottmarsheim. Ce sont  15  tumulus,  selon  A.W.  Naue,  qui  étaient  encore
visibles au début de ce siècle.  G.  Stoffel,  en  1868,  en  comptabilisait
encore 21. Cette nécropole déborde sur la  commune  de  Battenheim :  M.  de
Ring, 1865, pl. XVI ; - Ch.  Winckler,  1897,  carte ;  - A.W.  Naue,  1905,
p. 468.

A l’est de la D 201, une voie romaine appelée Alte Strasse, traverse le  ban
de la commune du nord au sud. Nous n’avons aucune  preuve  archéologique  de
son antiquité : Dict. Comm., 1980, p. 110.","A l’est de la commune, on mentionne la découverte, au mois de février  1880,
d’une  (cf. supra). Il est probable que cette sépulture  faisait  partie  de
la nécropole du haut Moyen Age découverte en 1979  au  lieu-dit  Kelleracker
(cf. infra). Musée Historique de Mulhouse : F.X. Kraus, 1884, p. 135 ; - L.-
G. Werner, 1913a, p. 14."
CAG68_baldersheim_3151d1af,Kelleracker,Baldersheim,68,FR,NECROPOLE,,,,,MEROVINGIEN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au lieu-dit Kelleracker, en 1979, lors du creusement de la  route
du bassin potassique et la mise en place des bretelles de  liaison  avec  la
RN 422 a été découvert un cimetière mérovingien. Une opération de  sauvetage
a été menée par R. Schweitzer qui a  fouillé  15  tombes.  2  d’entre  elles
étaient déjà pillées. Les sépultures  étaient  orientées,  tête  à  l’ouest,
posées  dans  de  vastes   qui  nécessitaient  des  creusements  de   fosses
importantes. D’après les fouilleurs, des  recouvraient les  sépultures ;  il
s’agit probablement des vestiges de  cercueils  et  de  leur  couvercle.  Le
mobilier était riche : il comprenait de la céramique  ornée,  divers  objets
métalliques (épée, pointe de flèche, clé) et 3  gobelets  bitronconiques  en
verre à base carénée et rebord légèrement ourlé (VIIe  siècle  apr.  J.-C.).
La nécropole  dans  son  ensemble  date  des  VIe-VIIe  siècles :  L’Alsace,
27.09.1979 ; - Gallia, 1980,  p. 444-445,  fig. 8 ;  - J.-Y.  Feyeux,  1991,
p. 64, fig. 14, p. 67-68, fig. 23-24, p. 71.",
CAG68_baldersheim_9781b922,(001 AH) - Une seconde fouille de sauvetage a été réalisée sur le même site par J. et R. Schweitzer en 1980. La période,Baldersheim,68,FR,NECROPOLE,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Une seconde fouille de sauvetage a été réalisée sur le même  site
par J. et R. Schweitzer en 1980. La période hallstattienne  est  représentée
par une fosse (diam. : 1 m ; prof. : :  1,40 m)  avec  quelques  tessons  et
ossements d’animaux, l’époque romaine par une fosse  rectangulaire  (long. :
2,50 m ; larg. : 1,80 m ; prof. :  0,85 m)  et  des  traces  de  foyer.  Les
fouilleurs ont également découvert 16 tombes en cercueil sans  matériel  qui
se situent au bord de la nécropole mérovingienne décrite  précédemment.  Ces
sépultures sont certainement un peu plus tardives : Gallia, 1982, p. 349.",
CAG68_baldersheim_350db133,Ballastière,Baldersheim,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(006 AH) - A l’est du lieu-dit Ballastière, J.-J. Wolf a  repéré  une  série
de fosses et fossés de période  indéterminée :  Prospection  aérienne  J.-J.
Wolf. Information C.A.H.R.",
CAG68_baldersheim_ec014e04,Ballastière,Baldersheim,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH) - Au lieu-dit Ballastière, des  fosses  d’origine  anthropique  ont
été signalées : Prospection aérienne J.-J. Wolf. Information C.A.H.R.",
CAG68_baldersheim_2ffc9c38,Meerboden J,Baldersheim,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(008 AH) - Au lieu-dit Meerboden  J.-J.  Wolf  a  découvert  des  fosses  et
fossés de datation pour  l’instant  inconnue :  Prospection  aérienne  J.-J.
Wolf. Information C.A.H.R.",
